Success,Tactic,Technique-name,ability-name,Technique-id,operation_fname,adversary_id,atomic_ordering,NAME
Fixed,defense-evasion,defense-evasion :: Indicator Removal on Host: File Deletion,defense-evasion :: ['Delete a single file - Windows PowerShell'],defense-evasion :: T1070.004,operation__atomic_windows_depfalse_pshtrue__t1070_004__defense-evasion__indicator_removal_on_host-_file_deletion__04858322bc6cd08282f2ce96cab5ee7c__SAVED_2024-03-07_073220,atomic_windows_depfalse_pshtrue__t1070_004__defense-evasion__indicator_removal_on_host-_file_deletion__04858322bc6cd08282f2ce96cab5ee7c,['04858322bc6cd08282f2ce96cab5ee7c'],['Delete a single file - Windows PowerShell']
Fixed,multiple,multiple :: Input Capture: Keylogging,multiple :: ['Input Capture'],multiple :: T1056.001,operation__atomic_windows_depfalse_pshtrue__t1056_001__multiple__input_capture-_keylogging__a18a0e98b9566d92a1611a2da69b413b__SAVED_2024-03-07_024555,atomic_windows_depfalse_pshtrue__t1056_001__multiple__input_capture-_keylogging__a18a0e98b9566d92a1611a2da69b413b,['a18a0e98b9566d92a1611a2da69b413b'],['Input Capture']
Fixed,multiple,multiple :: Process Injection,multiple :: ['Dirty Vanity process Injection'],multiple :: T1055,operation__atomic_windows_depfalse_pshtrue__t1055__multiple__process_injection__ce67d9c1b111032ddb8a56363c854fdc__SAVED_2024-03-07_023921,atomic_windows_depfalse_pshtrue__t1055__multiple__process_injection__ce67d9c1b111032ddb8a56363c854fdc,['ce67d9c1b111032ddb8a56363c854fdc'],['Dirty Vanity process Injection']
Fixed,multiple,multiple :: Process Injection,multiple :: ['Section View Injection'],multiple :: T1055,operation__atomic_windows_depfalse_pshtrue__t1055__multiple__process_injection__4abdd4cce7c4aa8a3804a6f5ff365514__SAVED_2024-03-07_022558,atomic_windows_depfalse_pshtrue__t1055__multiple__process_injection__4abdd4cce7c4aa8a3804a6f5ff365514,['4abdd4cce7c4aa8a3804a6f5ff365514'],['Section View Injection']
Fixed,multiple,multiple :: Process Injection: Process Hollowing,multiple :: ['Process Hollowing using PowerShell'],multiple :: T1055.012,operation__atomic_windows_depfalse_pshtrue__t1055_012__multiple__process_injection-_process_hollowing__5fef676a9954938537bd1e2191d3e9b5__SAVED_2024-03-07_021924,atomic_windows_depfalse_pshtrue__t1055_012__multiple__process_injection-_process_hollowing__5fef676a9954938537bd1e2191d3e9b5,['5fef676a9954938537bd1e2191d3e9b5'],['Process Hollowing using PowerShell']
Fixed,multiple,multiple :: Thread Execution Hijacking,multiple :: ['Thread Execution Hijacking'],multiple :: T1055.003,operation__atomic_windows_depfalse_pshtrue__t1055_003__multiple__thread_execution_hijacking__6a64ea6e29cdb83d468a27d6f69960cb__SAVED_2024-03-07_015932,atomic_windows_depfalse_pshtrue__t1055_003__multiple__thread_execution_hijacking__6a64ea6e29cdb83d468a27d6f69960cb,['6a64ea6e29cdb83d468a27d6f69960cb'],['Thread Execution Hijacking']
Fixed,defense-evasion,defense-evasion :: Obfuscated Files or Information: Compile After Delivery,defense-evasion :: ['Dynamic C# Compile'],defense-evasion :: T1027.004,operation__atomic_windows_depfalse_pshtrue__t1027_004__defense-evasion__obfuscated_files_or_information-_compile_after_delivery__55b2c04e70a5711957e264b04e645e91__SAVED_2024-03-06_211300,atomic_windows_depfalse_pshtrue__t1027_004__defense-evasion__obfuscated_files_or_information-_compile_after_delivery__55b2c04e70a5711957e264b04e645e91,['55b2c04e70a5711957e264b04e645e91'],['Dynamic C# Compile']
Fixed,credential-access,credential-access :: OS Credential Dumping,credential-access :: ['Retrieve Microsoft IIS Service Account Credentials Using AppCmd (using list)'],credential-access :: T1003,operation__atomic_windows_depfalse_pshtrue__t1003__credential-access__os_credential_dumping__f6c693da77b8824b3c52ba3b6ca0bf88__SAVED_2024-03-06_190012,atomic_windows_depfalse_pshtrue__t1003__credential-access__os_credential_dumping__f6c693da77b8824b3c52ba3b6ca0bf88,['f6c693da77b8824b3c52ba3b6ca0bf88'],['Retrieve Microsoft IIS Service Account Credentials Using AppCmd (using list)']
Fixed,credential-access,credential-access :: OS Credential Dumping,credential-access :: ['Retrieve Microsoft IIS Service Account Credentials Using AppCmd (using config)'],credential-access :: T1003,placeholder-entities,atomic_windows_depfalse_pshtrue__t1003__credential-access__os_credential_dumping__2cc37a6cf2f1acdeaa6a6638016444d1,['2cc37a6cf2f1acdeaa6a6638016444d1'],['Retrieve Microsoft IIS Service Account Credentials Using AppCmd (using config)']
Fixed,credential-access,credential-access :: OS Credential Dumping: Security Account Manager,credential-access :: ['PowerDump Hashes and Usernames from Registry'],credential-access :: T1003.002,operation__atomic_windows_depfalse_pshtrue__t1003_002__credential-access__os_credential_dumping-_security_account_manager__3bcfa369fd1f214e4d05944228eeb212__SAVED_2024-03-06_180704,atomic_windows_depfalse_pshtrue__t1003_002__credential-access__os_credential_dumping-_security_account_manager__3bcfa369fd1f214e4d05944228eeb212,['3bcfa369fd1f214e4d05944228eeb212'],['PowerDump Hashes and Usernames from Registry']
Fixed,credential-access,credential-access :: OS Credential Dumping: LSASS Memory,credential-access :: ['Dump LSASS with createdump.exe from .Net v5'],credential-access :: T1003.001,operation__atomic_windows_depfalse_pshtrue__t1003_001__credential-access__os_credential_dumping-_lsass_memory__8e01631039faf6a9a84df376bf9ad0f1__SAVED_2024-03-06_174707,atomic_windows_depfalse_pshtrue__t1003_001__credential-access__os_credential_dumping-_lsass_memory__8e01631039faf6a9a84df376bf9ad0f1,['8e01631039faf6a9a84df376bf9ad0f1'],['Dump LSASS with createdump.exe from .Net v5']
